Id,Probability
219,0.075000145
220,0.01052121
221,0.12006034
222,0.07900646
223,0.08677652
224,0.06649327
225,0.10512337
226,0.3193589
227,0.053013653
228,0.41434622
229,0.27459112
230,0.6219827
231,0.5683977
232,0.06495611
233,0.05805649
234,0.0681466
235,0.015362997
236,0.758204
237,0.60837543
238,0.0170012
239,0.053550404
240,0.12726639
241,0.2236682
242,0.073628284
243,0.03155925
244,0.10972459
245,0.40684667
246,0.048183944
247,0.17397507
248,0.052977145
249,0.071577124
250,0.8332405
251,0.06747342
252,0.783776
253,0.016359137
254,0.46359178
255,0.009041463
256,0.025203718
257,0.18419985
258,0.62207645
259,0.12775654
260,0.4284567
261,0.03662923
262,0.13368759
263,0.022864418
264,0.45638627
265,0.35488787
266,0.08940333
267,0.36401284
268,0.31538683
269,0.648169
270,0.046392716
271,0.13039085
272,0.3004465
273,0.052467495
274,0.070735656
275,0.07159101
276,0.1324617
277,0.090895735
278,0.046832867
279,0.23472406
280,0.111649625
281,0.9004863
282,0.22693548
283,0.25515127
284,0.03271491
285,0.09092763
286,0.035291944
287,0.04369168
288,0.11817894
289,0.35825896
290,0.42800727
291,0.771041
292,0.034444343
293,0.23246801
294,0.04735133
295,0.015643546
296,0.23276111
297,0.12110991
298,0.13011779
299,0.02045493
300,0.0146160675
301,0.24195307
302,0.04865782
303,0.08147011
304,0.086578794
305,0.84542185
306,0.17711905
307,0.03240364
308,0.7260341
309,0.6845824
310,0.08731827
311,0.7471032
312,0.053305775
313,0.6754058
314,0.11939151
315,0.18277876
316,0.4128499
317,0.8123765
318,0.03423951
319,0.057134505
320,0.30785364
321,0.44763303
322,0.11025036
323,0.0812355
324,0.04799639
325,0.20123126
326,0.072501086
327,0.114763506
328,0.04143488
329,0.14635988
330,0.033389773
331,0.058467727
332,0.11887357
333,0.06456116
334,0.15514216
335,0.24090229
336,0.25163102
337,0.07550793
338,0.6720352
339,0.07674306
340,0.051488537
341,0.02067855
342,0.07397373
343,0.09419424
344,0.3485665
345,0.13936229
346,0.13708259
347,0.81803596
348,0.38042378
349,0.09623099
350,0.041063137
351,0.3048384
352,0.18565923
353,0.01715178
354,0.31425884
355,0.051978923
356,0.029900132
357,0.9653463
358,0.013460579
359,0.050226167
360,0.58086383
361,0.104797594
362,0.044860233
363,0.018482396
364,0.09356038
365,0.5657809
366,0.45201704
367,0.08872243
368,0.40369824
369,0.026782056
370,0.9184498
371,0.037939295
372,0.45708027
373,0.08673418
374,0.05759029
375,0.23804471
376,0.02544469
377,0.102168426
378,0.04800371
379,0.07811438
380,0.0948721
381,0.04628686
382,0.12327553
383,0.17113802
384,0.45106912
385,0.04811142
386,0.03529106
387,0.02644181
388,0.22332935
389,0.18001558
390,0.08788557
391,0.0065742196
392,0.04400289
393,0.09760266
394,0.43515563
395,0.020711238
396,0.016120592
397,0.29395646
398,0.3215984
399,0.020707227
400,0.10257053
401,0.087811366
402,0.021558778
403,0.11015302
404,0.007315777
405,0.98555505
406,0.9537229
407,0.14039916
408,0.24669309
409,0.09228327
410,0.09661185
411,0.15657261
412,0.18935299
413,0.4378709
414,0.04423603
415,0.042607885
416,0.75358796
417,0.47045517
418,0.22062543
419,0.040176664
420,0.096457124
421,0.05172859
422,0.03245979
423,0.1712346
424,0.012760659
425,0.028364828
426,0.029202955
427,0.19827998
428,0.08562855
429,0.55850863
430,0.06729705
431,0.80209255
432,0.034871716
433,0.07442776
434,0.05151918
435,0.2265545
436,0.17963803
437,0.26055786
438,0.45788935
439,0.050383754
440,0.4728088
441,0.051677544
442,0.15278792
443,0.40562508
444,0.014172666
445,0.23952714
446,0.5350741
447,0.12633869
448,0.36880493
449,0.38473207
450,0.025630955
451,0.14299218
452,0.040165063
453,0.39979702
454,0.11342176
455,0.2984618
456,0.23343645
457,0.22955404
458,0.029995466
459,0.34839162
460,0.12388187
461,0.09446198
462,0.2886952
463,0.073192775
464,0.3379477
465,0.2793363
466,0.025057064
467,0.055260345
468,0.079406574
469,0.016946714
470,0.7328168
471,0.017543048
472,0.06096185
473,0.95615447
474,0.1484604
475,0.06310333
476,0.117476635
477,0.022107525
478,0.06962984
479,0.07428149
480,0.0652344
481,0.52011067
482,0.02598641
483,0.22620776
484,0.20884389
485,0.011925074
486,0.6880374
487,0.1288109
488,0.38949782
489,0.42843115
490,0.14027321
491,0.07202659
492,0.15567605
493,0.8338855
494,0.045356337
495,0.7920197
496,0.13182902
497,0.047308113
498,0.0647061
499,0.30531338
500,0.040103093
501,0.09050447
502,0.08365997
503,0.19766426
504,0.053124055
505,0.03770056
506,0.40869033
507,0.22314367
508,0.012106446
509,0.03408419
510,0.082767725
511,0.11618743
512,0.59100306
513,0.12594807
514,0.09423041
515,0.10908337
516,0.7846407
517,0.04296043
518,0.07551763
519,0.021342518
520,0.0771999
521,0.017938728
522,0.05862937
523,0.28920993
524,0.17051801
525,0.19236317
526,0.87958044
527,0.45956936
528,0.04092456
529,0.65060794
530,0.16274735
531,0.0894061
532,0.028530931
533,0.058547188
534,0.013022911
535,0.06893975
536,0.019569239
537,0.052886214
538,0.26503673
539,0.08778512
540,0.049921297
541,0.20976597
542,0.15420265
543,0.16541567
544,0.42380714
545,0.13735543
546,0.06472919
547,0.15729764
548,0.031713903
549,0.01054698
550,0.5834609
551,0.68711066
552,0.76506126
553,0.09841676
554,0.030091895
555,0.19280863
556,0.49186996
557,0.14141202
558,0.091342755
559,0.32706648
560,0.10444394
561,0.011807945
562,0.07829222
563,0.33071548
564,0.23694651
565,0.5476671
566,0.036535725
567,0.019568365
568,0.081470825
569,0.83596975
570,0.2676346
571,0.45166457
572,0.085263446
573,0.07558962
574,0.32455045
575,0.1886901
576,0.022494731
577,0.37594303
578,0.04015355
579,0.59897774
580,0.041470338
581,0.042832125
582,0.08683263
583,0.03931377
584,0.10333561
585,0.2144308
586,0.03997656
587,0.03815234
588,0.32665098
589,0.072219655
590,0.08134506
591,0.5490497
592,0.06997107
593,0.08857199
594,0.1190968
595,0.5765819
596,0.09850986
597,0.06435003
598,0.14611861
599,0.09475704
600,0.055583186
601,0.050053574
602,0.2330685
603,0.10642142
604,0.066279024
605,0.405842
606,0.034769647
607,0.66564906
608,0.18107426
609,0.8739111
610,0.08209675
611,0.2607151
612,0.020374767
613,0.040879317
614,0.171597
615,0.11584267
616,0.016405703
617,0.4581621
618,0.03560259
619,0.09828253
620,0.07476015
621,0.018499367
622,0.3297507
623,0.125365
624,0.084668174
625,0.38166708
626,0.92115444
627,0.26947668
628,0.06561672
629,0.037576027
630,0.6033684
631,0.024929525
632,0.10512693
633,0.018079998
634,0.27176526
635,0.39318183
636,0.014485122
637,0.060900837
638,0.0794687
639,0.34555638
640,0.02740706
641,0.03890042
642,0.87686443
643,0.361278
644,0.8425236
645,0.30330807
646,0.75706404
647,0.11739609
648,0.6510186
649,0.050715216
650,0.0503996
651,0.8251581
652,0.06688928
653,0.3944206
654,0.61840373
655,0.06547663
656,0.13248232
657,0.0974332
658,0.07674966
659,0.44495338
660,0.52157956
661,0.16263957
662,0.5757948
663,0.539066
664,0.39151824
665,0.9552799
666,0.021287475
667,0.063209385
668,0.3277235
669,0.92054033
670,0.23581485
671,0.06361961
672,0.3381192
673,0.18199041
674,0.02158349
675,0.85284525
676,0.6554167
677,0.10324152
678,0.21113828
679,0.15493807
680,0.51741546
681,0.30394986
682,0.06841159
683,0.17303139
684,0.13883394
685,0.3084981
686,0.025643446
687,0.02422254
688,0.034556676
689,0.43401238
690,0.080214344
691,0.20798105
692,0.8026455
693,0.15980983
694,0.18948509
695,0.15764019
696,0.06051896
697,0.020946363
698,0.24683559
699,0.85582775
700,0.052950654
701,0.030929824
702,0.6334314
703,0.5259401
704,0.5568922
705,0.05811536
706,0.048650246
707,0.18211819
708,0.060150154
709,0.03218253
710,0.04325263
711,0.23613742
712,0.47681564
713,0.06361515
714,0.057972528
715,0.076009765
716,0.96684873
717,0.04666136
718,0.23217477
719,0.13722935
720,0.020280436
721,0.028917281
722,0.110986575
723,0.33494538
724,0.04200159
725,0.67000175
726,0.07212717
727,0.037584223
728,0.21202925
729,0.48885494
730,0.8671069
731,0.07563386
732,0.19582112
733,0.017312665
734,0.0675758
735,0.6733361
736,0.14044903
737,0.13471584
738,0.6237542
739,0.076347366
740,0.040108886
741,0.064800814
742,0.057517532
743,0.22138208
744,0.10233103
745,0.08623243
746,0.21727914
747,0.03628609
748,0.19823876
749,0.12620068
750,0.40507862
751,0.54397446
752,0.0226536
753,0.045903213
754,0.013739251
755,0.4103323
756,0.145867
757,0.078115754
758,0.20520881
759,0.034358587
760,0.06263764
761,0.045357257
762,0.32707787
763,0.3730764
764,0.04737521
765,0.08792379
766,0.32625526
767,0.051270843
768,0.29644385
769,0.11577124
770,0.5802418
771,0.02395466
772,0.65720296
773,0.33611324
774,0.032254074
775,0.16097505
776,0.07711627
777,0.44987148
778,0.033895783
779,0.054532364
780,0.7763397
781,0.41814056
782,0.2880838
783,0.06474265
784,0.45992243
785,0.10390492
786,0.43074512
787,0.13647889
788,0.1509737
789,0.18633401
790,0.63424176
791,0.11502806
792,0.84817004
793,0.415925
794,0.20307131
795,0.69686675
796,0.035183188
797,0.48310933
798,0.09129401
799,0.9185325
800,0.18645746
801,0.05611584
802,0.040713064
803,0.33508557
804,0.076457396
805,0.787337
806,0.088988
807,0.034208514
808,0.22801736
809,0.1673162
810,0.1166376
811,0.37598068
812,0.16795756
813,0.2401963
814,0.04878973
815,0.55044985
816,0.17696466
817,0.01380393
818,0.10903488
819,0.017645868
820,0.19746967
821,0.04267413
822,0.44687325
823,0.048284598
824,0.05029753
825,0.09549472
826,0.11458129
827,0.14458564
828,0.07405404
829,0.058876496
830,0.067276396
831,0.7366609
832,0.11261519
833,0.45974422
834,0.052906793
835,0.31187898
836,0.18220481
837,0.36675057
838,0.04942928
839,0.17369352
840,0.68522173
841,0.62501687
842,0.2249829
843,0.6967419
844,0.31448847
845,0.8722325
846,0.79948133
847,0.09373115
848,0.041764893
849,0.53441775
850,0.17804253
851,0.11653207
852,0.085514255
853,0.34129795
854,0.14330304
855,0.032911286
856,0.14908373
857,0.15680799
858,0.12979078
859,0.009982104
860,0.20251733
861,0.89389086
862,0.0111573525
863,0.04440231
864,0.053557858
865,0.05354256
866,0.043229286
867,0.04289638
868,0.5721825
869,0.15383588
870,0.012804561
871,0.07930346
872,0.25133255
873,0.054724276
874,0.013798946
875,0.025956107
876,0.18013975
877,0.11117576
878,0.13578588
879,0.030733561
880,0.28904533
881,0.04417697
882,0.36708322
883,0.36938372
884,0.12697622
885,0.009390128
886,0.10878395
887,0.2645085
888,0.93005556
889,0.15402687
890,0.21495986
891,0.0815179
892,0.042940315
893,0.96213514
894,0.9027722
895,0.12585491
896,0.118806235
897,0.24540195
898,0.0155363595
899,0.12070523
900,0.027273396
901,0.20432742
902,0.18603069
903,0.06723484
904,0.048653305
905,0.0425667
906,0.07500229
907,0.3934695
908,0.65238607
909,0.30401647
910,0.103185736
911,0.24801801
912,0.30268162
913,0.024475679
914,0.12076496
915,0.2566482
916,0.048022404
917,0.19249703
918,0.05350867
919,0.13561368
920,0.1685104
921,0.34093308
922,0.49331474
923,0.50260043
924,0.0667215
925,0.06607515
926,0.38689062
927,0.18813239
928,0.11858746
929,0.20925927
930,0.73668146
931,0.82462287
932,0.084873855
933,0.28229266
934,0.17927969
935,0.019068373
936,0.015006308
937,0.09785898
938,0.07298556
939,0.19827116
940,0.018709328
941,0.40238172
942,0.02680739
943,0.15088418
944,0.6571428
945,0.07457114
946,0.0669754
947,0.2697365
948,0.07239094
949,0.09383907
950,0.064137146
951,0.0065668244
952,0.4639185
953,0.37567285
954,0.025013844
955,0.53572667
956,0.28410888
957,0.06028131
958,0.1409041
959,0.09167718
960,0.07964268
961,0.09636612
962,0.033995695
963,0.02297844
964,0.09570021
965,0.12636799
966,0.18779214
967,0.24440698
968,0.26759788
969,0.8206677
970,0.45683932
971,0.038498074
972,0.85672355
973,0.06574111
974,0.33937603
975,0.043982197
976,0.1654793
977,0.4399693
978,0.12745988
979,0.3278892
980,0.92784965
981,0.014881367
982,0.02150518
983,0.06578683
984,0.024392014
985,0.3670045
986,0.85338265
987,0.022519646
988,0.03921355
989,0.155703
990,0.06642794
991,0.15185374
992,0.013854258
993,0.032530062
994,0.41229385
995,0.013232252
996,0.86750335
997,0.0221374
998,0.19303519
999,0.09781256
1000,0.069841705
1001,0.014742868
1002,0.16933358
1003,0.11151735
1004,0.066417366
1005,0.28764322
1006,0.052638523
1007,0.10896104
1008,0.037291504
1009,0.06847558
1010,0.036701933
1011,0.06705887
1012,0.07873719
1013,0.11590596
1014,0.45044845
1015,0.110087276
1016,0.49318352
1017,0.022880042
1018,0.6262796
1019,0.16127956
1020,0.013415367
1021,0.07257389
1022,0.45384404
1023,0.13125758
1024,0.7398418
1025,0.14022738
1026,0.027279265
1027,0.10317549
1028,0.05229658
1029,0.026197469
1030,0.05107556
1031,0.037879832
1032,0.11638466
1033,0.102164246
1034,0.14185101
1035,0.019633433
1036,0.07433978
1037,0.032334417
1038,0.020544793
1039,0.05806267
1040,0.018655019
1041,0.17724869
1042,0.7761975
1043,0.06428768
1044,0.16844314
1045,0.109048225
1046,0.049422774
1047,0.038716804
1048,0.17346402
1049,0.07088338
1050,0.060281087
1051,0.08031755
1052,0.2576629
1053,0.6775977
1054,0.031476144
1055,0.2802484
1056,0.014687215
1057,0.022541821
1058,0.1688871
1059,0.32576746
1060,0.31378368
1061,0.15848811
1062,0.2211551
1063,0.08282543
1064,0.13882725
1065,0.6590301
1066,0.1027087
1067,0.09804793
1068,0.016078906
1069,0.06289359
1070,0.06932377
1071,0.035940465
1072,0.2932216
1073,0.94982934
1074,0.037648488
1075,0.087361865
1076,0.3226522
1077,0.15985097
1078,0.026848093
1079,0.5946331
1080,0.15994854
1081,0.101255566
1082,0.51916534
1083,0.13285793
1084,0.25858614
1085,0.1764138
1086,0.06864445
1087,0.15893817
1088,0.3542045
1089,0.9275835
1090,0.07841219
1091,0.02690563
1092,0.0356099
1093,0.38786218
1094,0.07225759
1095,0.6927042
1096,0.2888929
1097,0.23126523
1098,0.57987344
1099,0.37899005
1100,0.2009037
1101,0.10711831
1102,0.049700666
1103,0.089540966
1104,0.019688798
1105,0.23440833
1106,0.13661586
1107,0.05232186
1108,0.4991131
1109,0.35424358
1110,0.10830531
1111,0.0519067
1112,0.03273531
1113,0.04614559
1114,0.099702515
1115,0.07371321
1116,0.09344513
1117,0.2617123
1118,0.78884697
1119,0.01938681
1120,0.16562374
1121,0.1035117
1122,0.018529547
1123,0.05831677
1124,0.5715192
1125,0.06109129
1126,0.68771327
1127,0.04814771
1128,0.95377797
1129,0.09711558
1130,0.11861035
1131,0.059103485
1132,0.77394325
1133,0.14098153
1134,0.43740514
1135,0.85787827
1136,0.2284325
1137,0.042370934
1138,0.05428387
1139,0.15032941
1140,0.03774854
1141,0.04417309
1142,0.0310853
1143,0.52365327
1144,0.9048995
1145,0.1952231
1146,0.34335506
1147,0.6010844
1148,0.13572754
1149,0.23638432
1150,0.084187604
1151,0.086211465
1152,0.2221464
1153,0.019331893
1154,0.116921395
1155,0.28905854
1156,0.035097662
1157,0.9022996
1158,0.9776367
1159,0.2043451
1160,0.033680514
1161,0.590525
1162,0.22807546
1163,0.24090664
1164,0.12356112
1165,0.2828772
1166,0.26847872
1167,0.42364892
1168,0.043241344
1169,0.047126953
1170,0.16162004
1171,0.9036151
1172,0.086730614
1173,0.13444978
1174,0.09067166
1175,0.31888953
1176,0.91816664
1177,0.7987698
1178,0.7776231
1179,0.1434264
1180,0.5021282
1181,0.8888201
1182,0.13410082
1183,0.32882467
1184,0.49056163
1185,0.17092527
1186,0.2742004
1187,0.3066707
1188,0.96983194
1189,0.31282526
1190,0.02075743
1191,0.8853452
1192,0.021501007
1193,0.8836485
1194,0.13385355
1195,0.51454866
1196,0.030502701
1197,0.028263839
1198,0.053360354
1199,0.33550018
1200,0.07949765
1201,0.0651267
1202,0.01705961
1203,0.012799367
1204,0.013627705
1205,0.07787072
1206,0.07139998
1207,0.96947587
1208,0.19188455
1209,0.44651788
1210,0.0625141
1211,0.32659048
1212,0.5578309
1213,0.0107013825
1214,0.020492075
1215,0.9785483
1216,0.13943124
1217,0.2994626
1218,0.011686465
1219,0.66179705
1220,0.11570057
1221,0.49804366
1222,0.3574271
1223,0.42718405
1224,0.042156443
1225,0.38381132
1226,0.07165006
1227,0.031010445
1228,0.35459378
1229,0.941859
1230,0.9623261
1231,0.16358735
1232,0.34401044
1233,0.17251018
1234,0.97249246
1235,0.9807
1236,0.034426805
1237,0.33561832
1238,0.8684208
1239,0.24751763
1240,0.100666076
1241,0.026816392
1242,0.13508233
1243,0.060345795
1244,0.12925658
1245,0.2998472
1246,0.5102014
1247,0.1712455
1248,0.020067066
1249,0.39651158
1250,0.05018816
1251,0.35988915
1252,0.6861198
1253,0.12242403
1254,0.41966575
1255,0.22528806
1256,0.30600744
1257,0.1623775
1258,0.072086096
1259,0.026548276
1260,0.7904122
1261,0.10925935
1262,0.38108966
1263,0.26221535
1264,0.12577055
1265,0.015581226
1266,0.12666965
1267,0.23261783
1268,0.4768615
1269,0.16636154
1270,0.18225987
1271,0.038920037
1272,0.610524
1273,0.62677675
1274,0.20373315
1275,0.45984963
1276,0.9773068
1277,0.15012547
1278,0.6843575
1279,0.25697333
1280,0.089419656
1281,0.7316448
1282,0.027058166
1283,0.116374925
1284,0.28466472
1285,0.049518976
1286,0.09396462
1287,0.10857644
1288,0.40270478
1289,0.11012577
1290,0.23003432
1291,0.13390557
1292,0.60196763
1293,0.22534485
1294,0.9519963
1295,0.123626836
1296,0.063871756
1297,0.20076117
1298,0.04818911
1299,0.027438058
1300,0.45664698
1301,0.07695237
1302,0.15678202
1303,0.54977024
1304,0.2998394
1305,0.04704626
1306,0.015879186
1307,0.5295051
1308,0.025315575
1309,0.14253618
1310,0.48236766
1311,0.011285148
1312,0.047924273
1313,0.40850767
1314,0.057783097
1315,0.20063105
1316,0.062236834
1317,0.89744467
1318,0.07760641
1319,0.07238983
1320,0.03396584
1321,0.009956239
1322,0.31005734
1323,0.36688033
1324,0.11336719
1325,0.33047664
1326,0.05938183
1327,0.15149449
1328,0.14592727
1329,0.38991514
1330,0.116016254
1331,0.25250465
1332,0.0442509
1333,0.08158401
1334,0.06747595
1335,0.36842376
1336,0.24340786
1337,0.03240185
1338,0.30927482
1339,0.6132372
1340,0.17458744
1341,0.08999448
1342,0.13237268
1343,0.031782486
1344,0.12731028
1345,0.09324249
1346,0.052827414
1347,0.25906217
1348,0.5909529
1349,0.5298755
1350,0.0572455
1351,0.17544997
1352,0.244815
1353,0.01917615
1354,0.07548122
1355,0.055102307
1356,0.05787797
1357,0.27106506
1358,0.16079055
1359,0.109791026
1360,0.027107261
1361,0.90287393
1362,0.044763975
1363,0.031576335
1364,0.13363971
1365,0.22566035
1366,0.03529553
1367,0.029376317
1368,0.6858675
1369,0.7812782
1370,0.04245135
1371,0.43101776
1372,0.04958493
1373,0.05792316
1374,0.2703256
1375,0.49059772
1376,0.075443774
1377,0.8727587
1378,0.07922615
1379,0.075273626
1380,0.013284578
1381,0.63984054
1382,0.3594691
1383,0.20027684
1384,0.015670436
1385,0.08388815
1386,0.04875656
1387,0.13110876
1388,0.51833516
1389,0.33997554
1390,0.15717915
1391,0.1020438
1392,0.119883515
1393,0.22310516
1394,0.47946838
1395,0.24085025
1396,0.32535866
1397,0.089550175
1398,0.07279851
1399,0.45767257
1400,0.19347204
1401,0.111808084
1402,0.034751497
1403,0.04102191
1404,0.33588412
1405,0.061484285
1406,0.038448345
1407,0.2106584
1408,0.11939124
1409,0.1336541
1410,0.06313378
1411,0.051453922
1412,0.035005555
1413,0.067379475
1414,0.090998724
1415,0.0956823
1416,0.059890237
1417,0.13340081
1418,0.01993693
1419,0.91688645
1420,0.18159683
1421,0.12896374
1422,0.52688605
1423,0.011749637
1424,0.24912818
1425,0.036412157
1426,0.063755386
1427,0.15238681
1428,0.10931787
1429,0.16948973
1430,0.08021153
1431,0.41577944
1432,0.06860652
1433,0.13189396
1434,0.036796033
1435,0.019661253
1436,0.9810502
1437,0.12166369
1438,0.03683373
1439,0.0921961
1440,0.7597953
1441,0.05255269
1442,0.074472174
1443,0.01795035
1444,0.22695814
1445,0.02876765
1446,0.8408312
1447,0.47580776
1448,0.08059508
1449,0.03291599
1450,0.024889689
1451,0.451122
1452,0.07664396
1453,0.06247508
1454,0.034182325
1455,0.111841954
1456,0.66218275
1457,0.15488489
1458,0.05179527
1459,0.033660967
1460,0.19968514
1461,0.10171379
1462,0.047086958
1463,0.5967326
1464,0.020725667
1465,0.042220585
1466,0.119841695
1467,0.52006626
1468,0.015242887
1469,0.20921585
1470,0.05225338
1471,0.79915655
1472,0.04984299
1473,0.074741445
1474,0.08839905
1475,0.91584647
1476,0.6508243
1477,0.18877012
1478,0.036499973
1479,0.29070255
1480,0.067606576
1481,0.03719923
1482,0.18718988
1483,0.015352858
1484,0.10899572
1485,0.9189931
1486,0.8542392
1487,0.2411742
1488,0.10140109
1489,0.32265583
1490,0.077246316
1491,0.2588061
1492,0.16045412
1493,0.11913606
1494,0.21242009
1495,0.58062005
1496,0.08546086
1497,0.022762496
1498,0.51029956
1499,0.03638185
1500,0.049895894
1501,0.50640947
1502,0.17194667
1503,0.5279835
1504,0.5027131
1505,0.020104926
1506,0.76153445
1507,0.29587135
1508,0.1758876
1509,0.1838435
1510,0.0925017
1511,0.01176152
1512,0.19244148
1513,0.072027
1514,0.15958038
1515,0.05360921
1516,0.048947014
1517,0.6609391
1518,0.5280015
1519,0.07122577
1520,0.23070951
1521,0.20904785
1522,0.33301598
1523,0.14004336
1524,0.020466838
1525,0.25536785
1526,0.53861165
1527,0.32077396
1528,0.1870712
1529,0.08069266
1530,0.26299408
1531,0.08684346
1532,0.23069751
1533,0.68069065
1534,0.23256102
1535,0.043499246
1536,0.09834396
1537,0.8724279
1538,0.06252487
1539,0.015354863
1540,0.047751654
1541,0.8171565
1542,0.044304192
1543,0.38895106
1544,0.13700916
1545,0.051511984
1546,0.029033976
1547,0.41804832
1548,0.21924128
1549,0.54646254
1550,0.06671719
1551,0.054503977
1552,0.088005245
1553,0.4384259
1554,0.09041537
1555,0.9405949
1556,0.07313396
1557,0.015723614
1558,0.9596956
1559,0.29113993
1560,0.28305164
1561,0.08160795
1562,0.07153856
1563,0.28611407
1564,0.027021183
1565,0.13530266
1566,0.06348687
1567,0.053584646
1568,0.018191356
1569,0.14547475
1570,0.6674768
1571,0.11890573
1572,0.13158582
1573,0.23515734
1574,0.022820642
1575,0.11833076
1576,0.16187635
1577,0.022779215
1578,0.053004123
1579,0.06026053
1580,0.055766143
1581,0.028141033
1582,0.06489414
1583,0.02407553
1584,0.050755262
1585,0.054282144
1586,0.7847172
1587,0.4955352
1588,0.8276522
1589,0.043641817
1590,0.02370315
1591,0.16107865
1592,0.039116003
1593,0.047140226
1594,0.65429187
1595,0.5855053
1596,0.08869873
1597,0.045661625
1598,0.07813307
1599,0.14682487
1600,0.019606834
1601,0.027228452
1602,0.040212944
1603,0.35108355
1604,0.037940618
1605,0.043383718
1606,0.23502056
1607,0.188484
1608,0.29642
1609,0.10357318
1610,0.03623684
1611,0.18229067
1612,0.35338643
1613,0.11391493
1614,0.73959726
1615,0.03605512
1616,0.9697159
1617,0.9633019
1618,0.10605267
1619,0.38053292
1620,0.81690216
1621,0.82721627
1622,0.13705535
1623,0.89530617
1624,0.108700186
1625,0.015054546
1626,0.019000214
1627,0.1530213
1628,0.07213796
1629,0.1231012
1630,0.03278079
1631,0.04566107
1632,0.48704976
1633,0.4780203
1634,0.16118698
1635,0.042245563
1636,0.36502823
1637,0.11985761
1638,0.21511362
1639,0.029902063
1640,0.23402901
1641,0.020121345
1642,0.01802057
1643,0.18719722
1644,0.28237078
1645,0.028237443
1646,0.032568343
1647,0.48516536
1648,0.26484165
1649,0.16034484
1650,0.3228719
1651,0.89268714
1652,0.027796976
1653,0.06602807
1654,0.4341064
1655,0.027203402
1656,0.024661575
1657,0.047520455
1658,0.12847447
1659,0.15002686
1660,0.889692
1661,0.24726495
1662,0.4879872
1663,0.04425666
1664,0.38759595
1665,0.20100725
1666,0.067258045
1667,0.060248043
